0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1.0
0.1017,0.1011,0.1103,0.1002,0.1109,0.1009,0.0957,0.1007,0.099,0.1025,0.0965,0.1061,0.0987,0.1168,0.1039,0.1157,0.1021,0.1108,0.0956,0.1044,0.1095,0.1063,0.1047,0.1112,0.1085,0.1114,0.1321,0.121,0.1112,0.1559,0.164,0.1511,0.1423,0.1576,0.16,0.1684,0.1984,0.2075,0.2045,0.1774,0.1801,0.2049,0.1913,0.2263,0.2396,0.2457,0.2646,0.2655,0.2748,0.2507,0.2402,0.2757,0.2946,0.2782,0.3098,0.3407,0.3326,0.3617,0.392,0.3767,0.4029,0.3912,0.4168,0.3938,0.4097,0.4267,0.4381,0.4292,0.4407,0.4507,0.4526,0.4613,0.4671,0.4682,0.4648,0.4695
0.0992,0.0945,0.104,0.097,0.1008,0.103,0.1028,0.0953,0.105,0.1037,0.0996,0.113,0.1021,0.1152,0.1198,0.1077,0.1009,0.1266,0.1047,0.1127,0.1153,0.1115,0.1142,0.1473,0.1335,0.1477,0.1227,0.1199,0.1405,0.1571,0.1524,0.1928,0.2036,0.1433,0.1963,0.1741,0.1837,0.1567,0.1837,0.188,0.182,0.2124,0.2683,0.2663,0.3103,0.2659,0.2672,0.2756,0.2974,0.3337,0.3141,0.3181,0.3607,0.3528,0.3808,0.3408,0.3777,0.3781,0.3919,0.4259,0.3947,0.4137,0.4294,0.4264,0.4334,0.4344,0.4686,0.4568,0.4759,0.4937,0.4861,0.5067,0.5083,0.5019,0.5139,0.5119
0.1,0.0992,0.101,0.1047,0.1013,0.099,0.1,0.0981,0.103,0.101,0.1016,0.107,0.1022,0.099,0.1064,0.1002,0.113,0.1181,0.0934,0.1195,0.1049,0.1082,0.1206,0.1102,0.122,0.1408,0.1149,0.1246,0.1144,0.137,0.1285,0.1591,0.1633,0.1439,0.1721,0.1769,0.1843,0.1829,0.1949,0.2224,0.2158,0.2423,0.2388,0.2614,0.2652,0.2988,0.2561,0.2949,0.3055,0.2866,0.3178,0.3218,0.3624,0.3596,0.3615,0.4178,0.3794,0.3883,0.4066,0.4176,0.3999,0.4437,0.4214,0.4643,0.4629,0.4642,0.4999,0.4901,0.4804,0.5178,0.5319,0.5392,0.5442,0.5419,0.5572,0.558
0.1162,0.1008,0.1003,0.1012,0.0944,0.1031,0.1094,0.0991,0.0935,0.1162,0.1059,0.1098,0.1087,0.1037,0.1107,0.1196,0.1099,0.1106,0.1068,0.1086,0.1114,0.1171,0.119,0.1225,0.1104,0.1531,0.1259,0.1288,0.1409,0.1513,0.1511,0.1564,0.1673,0.1393,0.1623,0.1535,0.1816,0.1628,0.1802,0.1954,0.1859,0.2613,0.234,0.2436,0.2053,0.2854,0.2767,0.2579,0.3212,0.3089,0.3155,0.3392,0.318,0.3694,0.363,0.3695,0.3895,0.4048,0.4282,0.4176,0.4158,0.4626,0.4673,0.4741,0.4824,0.4918,0.5099,0.5136,0.5291,0.5361,0.5348,0.5335,0.554,0.5524,0.5693,0.5716
0.1038,0.1076,0.0906,0.1027,0.1076,0.1001,0.0982,0.0963,0.103,0.1073,0.0961,0.0965,0.1015,0.1033,0.1016,0.112,0.1008,0.1229,0.1154,0.1135,0.1091,0.1074,0.1086,0.1181,0.1009,0.1157,0.1253,0.1226,0.125,0.1407,0.1416,0.1529,0.1524,0.1404,0.1567,0.1753,0.1628,0.1913,0.1757,0.2084,0.1929,0.1961,0.2442,0.2145,0.2278,0.2414,0.2608,0.2755,0.2619,0.3208,0.2889,0.328,0.3464,0.3272,0.3789,0.3705,0.3643,0.3715,0.4041,0.4315,0.4312,0.4504,0.4839,0.4864,0.5026,0.5036,0.5244,0.53,0.527,0.5573,0.5637,0.5637,0.5898,0.5849,0.5939,0.604
0.0947,0.1013,0.1162,0.1046,0.0992,0.0954,0.0969,0.096,0.107,0.0975,0.1079,0.111,0.112,0.0986,0.1119,0.1005,0.1101,0.1131,0.1162,0.1121,0.1237,0.1197,0.112,0.1247,0.1254,0.1355,0.1415,0.1218,0.1398,0.1482,0.1591,0.1401,0.1901,0.1547,0.148,0.165,0.1686,0.1712,0.1792,0.213,0.2202,0.2135,0.2158,0.2391,0.2708,0.2872,0.3184,0.2895,0.3332,0.3212,0.3611,0.2948,0.3368,0.3524,0.3577,0.3918,0.4142,0.4192,0.4407,0.4237,0.4594,0.4708,0.4471,0.4513,0.5058,0.5205,0.525,0.5304,0.5464,0.5495,0.5565,0.5741,0.5846,0.5905,0.5964,0.6039
0.0914,0.1076,0.0992,0.1135,0.1004,0.1062,0.1044,0.1064,0.0976,0.1081,0.1044,0.107,0.0979,0.1095,0.1047,0.1081,0.0984,0.1125,0.1123,0.1183,0.1168,0.1175,0.1052,0.1239,0.115,0.1228,0.1073,0.1357,0.1173,0.141,0.1389,0.136,0.129,0.1371,0.1629,0.1675,0.1508,0.1449,0.1938,0.1864,0.19,0.207,0.2103,0.2273,0.2227,0.2273,0.2418,0.2419,0.3106,0.2779,0.3338,0.3128,0.3479,0.3531,0.3933,0.4026,0.3906,0.4161,0.4385,0.4586,0.43,0.4677,0.4763,0.4791,0.4721,0.5068,0.5352,0.5432,0.5478,0.5671,0.5765,0.5738,0.592,0.6011,0.6113,0.6191
0.104,0.0931,0.1035,0.1029,0.1,0.1085,0.1012,0.1045,0.0972,0.1053,0.1158,0.1088,0.0986,0.107,0.0946,0.119,0.1128,0.0983,0.1016,0.1066,0.1141,0.115,0.1234,0.1045,0.1113,0.1278,0.117,0.118,0.1135,0.1308,0.1489,0.1377,0.1413,0.1491,0.1323,0.1659,0.1709,0.1793,0.1646,0.1635,0.2044,0.23,0.2119,0.2488,0.2391,0.2649,0.2794,0.3022,0.3005,0.3145,0.3293,0.3674,0.3412,0.366,0.381,0.3865,0.4325,0.4354,0.4548,0.4654,0.4593,0.5024,0.4713,0.5051,0.5088,0.5144,0.5593,0.5692,0.5721,0.5865,0.594,0.5944,0.6124,0.6184,0.6278,0.6336
0.0979,0.1011,0.0974,0.0993,0.0963,0.1029,0.0994,0.1058,0.1009,0.0942,0.0993,0.1061,0.1021,0.1113,0.1232,0.096,0.1003,0.1084,0.1061,0.101,0.1099,0.111,0.118,0.1165,0.1164,0.1322,0.1131,0.1397,0.1308,0.1272,0.1272,0.1341,0.1463,0.138,0.1633,0.1657,0.171,0.1982,0.1806,0.1924,0.198,0.2052,0.2083,0.2255,0.2259,0.2407,0.2858,0.2717,0.2806,0.2944,0.3116,0.3324,0.3636,0.3634,0.3889,0.3931,0.3958,0.417,0.4315,0.4603,0.4691,0.5,0.4864,0.5258,0.5385,0.5427,0.5731,0.568,0.5894,0.5945,0.6059,0.6127,0.6268,0.6328,0.6423,0.6453
